common_name,species,unit_name,park,es,season,climate_trend
Grasshopper Sparrow,GRSP,Congaree National Park,CONG,85,Winter,I
Green-tailed Towhee,GTTO,Congaree National Park,CONG,85,Winter,C
Green-winged Teal,GWTE,Congaree National Park,CONG,26,Winter,S
Green-winged Teal,GWTE,Congaree National Park,CONG,85,Winter,S
Harris's Hawk,HASH,Congaree National Park,CONG,85,Winter,C
Hairy Woodpecker,HAWO,Congaree National Park,CONG,26,Winter,E
Hairy Woodpecker,HAWO,Congaree National Park,CONG,85,Winter,E
Henslow's Sparrow,HESP,Congaree National Park,CONG,26,Winter,I
Henslow's Sparrow,HESP,Congaree National Park,CONG,85,Winter,I
Hermit Thrush,HETH,Congaree National Park,CONG,26,Winter,I
Hermit Thrush,HETH,Congaree National Park,CONG,85,Winter,S
Hermit Warbler,HEWA,Congaree National Park,CONG,85,Winter,C
House Finch,HOFI,Congaree National Park,CONG,26,Winter,E
House Finch,HOFI,Congaree National Park,CONG,85,Winter,S
Horned Grebe,HOGR,Congaree National Park,CONG,26,Winter,W
Horned Grebe,HOGR,Congaree National Park,CONG,85,Winter,W
Hooded Merganser,HOME,Congaree National Park,CONG,26,Winter,W
Hooded Merganser,HOME,Congaree National Park,CONG,85,Winter,W
House Sparrow,HOSP,Congaree National Park,CONG,26,Winter,S
House Sparrow,HOSP,Congaree National Park,CONG,85,Winter,S
House Wren,HOWR,Congaree National Park,CONG,26,Winter,I
House Wren,HOWR,Congaree National Park,CONG,85,Winter,S
Indigo Bunting,INBU,Congaree National Park,CONG,26,Winter,I
Indigo Bunting,INBU,Congaree National Park,CONG,85,Winter,I
Killdeer,KILL,Congaree National Park,CONG,26,Winter,I
Killdeer,KILL,Congaree National Park,CONG,85,Winter,S
Laughing Gull,LAGU,Congaree National Park,CONG,26,Winter,C
Long-billed Dowitcher,LBDO,Congaree National Park,CONG,26,Winter,C
Long-billed Dowitcher,LBDO,Congaree National Park,CONG,85,Winter,C
Long-billed Thrasher,LBTH,Congaree National Park,CONG,85,Winter,C
Ladder-backed Woodpecker,LBWO,Congaree National Park,CONG,85,Winter,C
Le Conte's Sparrow,LCSP,Congaree National Park,CONG,26,Winter,I
Le Conte's Sparrow,LCSP,Congaree National Park,CONG,85,Winter,I
Least Grebe,LEGR,Congaree National Park,CONG,26,Winter,C
Least Grebe,LEGR,Congaree National Park,CONG,85,Winter,C
Lesser Nighthawk,LENI,Congaree National Park,CONG,85,Winter,C
Least Sandpiper,LESA,Congaree National Park,CONG,26,Winter,W
Least Sandpiper,LESA,Congaree National Park,CONG,85,Winter,S
Lesser Scaup,LESC,Congaree National Park,CONG,26,Winter,S
Lesser Scaup,LESC,Congaree National Park,CONG,85,Winter,S
Lesser Yellowlegs,LEYE,Congaree National Park,CONG,26,Winter,I
Lesser Yellowlegs,LEYE,Congaree National Park,CONG,85,Winter,S
Limpkin,LIMP,Congaree National Park,CONG,85,Winter,C
Lincoln's Sparrow,LISP,Congaree National Park,CONG,26,Winter,I
Lincoln's Sparrow,LISP,Congaree National Park,CONG,85,Winter,I
Loggerhead Shrike,LOSH,Congaree National Park,CONG,26,Winter,I
Loggerhead Shrike,LOSH,Congaree National Park,CONG,85,Winter,I
Magnificent Frigatebird,MAFR,Congaree National Park,CONG,85,Winter,C
Mallard,MALL,Congaree National Park,CONG,26,Winter,E
Mallard,MALL,Congaree National Park,CONG,85,Winter,E
Marsh Wren,MAWR,Congaree National Park,CONG,26,Winter,C
Mourning Dove,MODO,Congaree National Park,CONG,26,Winter,S
Mourning Dove,MODO,Congaree National Park,CONG,85,Winter,S
Muscovy Duck,MUDU,Congaree National Park,CONG,26,Winter,C
Muscovy Duck,MUDU,Congaree National Park,CONG,85,Winter,C
Neotropic Cormorant,NECO,Congaree National Park,CONG,26,Winter,C
Neotropic Cormorant,NECO,Congaree National Park,CONG,85,Winter,C
Northern Bobwhite,NOBO,Congaree National Park,CONG,26,Winter,S
Northern Bobwhite,NOBO,Congaree National Park,CONG,85,Winter,S
Northern Cardinal,NOCA,Congaree National Park,CONG,26,Winter,I
Northern Cardinal,NOCA,Congaree National Park,CONG,85,Winter,I
Northern Flicker,NOFL,Congaree National Park,CONG,26,Winter,W
Northern Flicker,NOFL,Congaree National Park,CONG,85,Winter,W
Northern Harrier,NOHA,Congaree National Park,CONG,26,Winter,W
Northern Harrier,NOHA,Congaree National Park,CONG,85,Winter,S
Northern Mockingbird,NOMO,Congaree National Park,CONG,26,Winter,I
Northern Mockingbird,NOMO,Congaree National Park,CONG,85,Winter,I
Northern Parula,NOPA,Congaree National Park,CONG,85,Winter,I
Northern Rough-winged Swallow,NRWS,Congaree National Park,CONG,26,Winter,I
Northern Rough-winged Swallow,NRWS,Congaree National Park,CONG,85,Winter,I
Northern Shoveler,NSHO,Congaree National Park,CONG,26,Winter,I
Northern Shoveler,NSHO,Congaree National Park,CONG,85,Winter,I
Orange-crowned Warbler,OCWA,Congaree National Park,CONG,26,Winter,I
Orange-crowned Warbler,OCWA,Congaree National Park,CONG,85,Winter,I
Olive Sparrow,OLSP,Congaree National Park,CONG,85,Winter,C
Osprey,OSPR,Congaree National Park,CONG,26,Winter,I
Osprey,OSPR,Congaree National Park,CONG,85,Winter,S
Ovenbird,OVEN,Congaree National Park,CONG,85,Winter,I
Painted Bunting,PABU,Congaree National Park,CONG,26,Winter,C
Painted Bunting,PABU,Congaree National Park,CONG,85,Winter,C
Palm Warbler,PAWA,Congaree National Park,CONG,26,Winter,S
Palm Warbler,PAWA,Congaree National Park,CONG,85,Winter,S
Pied-billed Grebe,PBGR,Congaree National Park,CONG,26,Winter,I
Pied-billed Grebe,PBGR,Congaree National Park,CONG,85,Winter,S
Peregrine Falcon,PEFA,Congaree National Park,CONG,85,Winter,I
Piping Plover,PIPL,Congaree National Park,CONG,26,Winter,C
Pine Warbler,PIWA,Congaree National Park,CONG,26,Winter,I
Pine Warbler,PIWA,Congaree National Park,CONG,85,Winter,I
Pileated Woodpecker,PIWO,Congaree National Park,CONG,26,Winter,S
Pileated Woodpecker,PIWO,Congaree National Park,CONG,85,Winter,S
Ring-billed Gull,RBGU,Congaree National Park,CONG,26,Winter,W
Ring-billed Gull,RBGU,Congaree National Park,CONG,85,Winter,E
Red-bellied Woodpecker,RBWO,Congaree National Park,CONG,26,Winter,I
Red-bellied Woodpecker,RBWO,Congaree National Park,CONG,85,Winter,S
Ruby-crowned Kinglet,RCKI,Congaree National Park,CONG,26,Winter,I
Ruby-crowned Kinglet,RCKI,Congaree National Park,CONG,85,Winter,I
Red-cockaded Woodpecker,RCWO,Congaree National Park,CONG,26,Winter,W
Red-cockaded Woodpecker,RCWO,Congaree National Park,CONG,85,Winter,W
Red-headed Woodpecker,RHWO,Congaree National Park,CONG,26,Winter,S
Red-headed Woodpecker,RHWO,Congaree National Park,CONG,85,Winter,W
Ringed Kingfisher,RIKI,Congaree National Park,CONG,85,Winter,C
Ring-necked Duck,RNDU,Congaree National Park,CONG,26,Winter,S
Ring-necked Duck,RNDU,Congaree National Park,CONG,85,Winter,S
Roseate Spoonbill,ROSP,Congaree National Park,CONG,26,Winter,I
Roseate Spoonbill,ROSP,Congaree National Park,CONG,85,Winter,I
Red-shouldered Hawk,RSHA,Congaree National Park,CONG,26,Winter,I
Red-shouldered Hawk,RSHA,Congaree National Park,CONG,85,Winter,S
Red-tailed Hawk,RTHA,Congaree National Park,CONG,26,Winter,S
Red-tailed Hawk,RTHA,Congaree National Park,CONG,85,Winter,S
Rusty Blackbird,RUBL,Congaree National Park,CONG,26,Winter,S
Rusty Blackbird,RUBL,Congaree National Park,CONG,85,Winter,W
Ruddy Duck,RUDU,Congaree National Park,CONG,26,Winter,W
Ruddy Duck,RUDU,Congaree National Park,CONG,85,Winter,W
Red-winged Blackbird,RWBL,Congaree National Park,CONG,26,Winter,I
Red-winged Blackbird,RWBL,Congaree National Park,CONG,85,Winter,S
Say's Phoebe,SAPH,Congaree National Park,CONG,85,Winter,C
Sandwich Tern,SATE,Congaree National Park,CONG,85,Winter,C
Sage Thrasher,SATH,Congaree National Park,CONG,85,Winter,C
Savannah Sparrow,SAVS,Congaree National Park,CONG,26,Winter,S
Savannah Sparrow,SAVS,Congaree National Park,CONG,85,Winter,S
Scaled Quail,SCQU,Congaree National Park,CONG,85,Winter,C
Sedge Wren,SEWR,Congaree National Park,CONG,26,Winter,I
Sedge Wren,SEWR,Congaree National Park,CONG,85,Winter,I
Snowy Egret,SNEG,Congaree National Park,CONG,85,Winter,I
Snowy Plover,SNPL,Congaree National Park,CONG,26,Winter,C
Song Sparrow,SOSP,Congaree National Park,CONG,26,Winter,W
Song Sparrow,SOSP,Congaree National Park,CONG,85,Winter,S
Spotted Sandpiper,SPSA,Congaree National Park,CONG,26,Winter,S
Spotted Sandpiper,SPSA,Congaree National Park,CONG,85,Winter,I
Sharp-shinned Hawk,SSHA,Congaree National Park,CONG,26,Winter,W
Sharp-shinned Hawk,SSHA,Congaree National Park,CONG,85,Winter,E
Stilt Sandpiper,STSA,Congaree National Park,CONG,26,Winter,C
Stilt Sandpiper,STSA,Congaree National Park,CONG,85,Winter,C
Swamp Sparrow,SWSP,Congaree National Park,CONG,26,Winter,I
Swamp Sparrow,SWSP,Congaree National Park,CONG,85,Winter,S
Turkey Vulture,TUVU,Congaree National Park,CONG,26,Winter,I
Turkey Vulture,TUVU,Congaree National Park,CONG,85,Winter,S
Vermilion Flycatcher,VEFL,Congaree National Park,CONG,26,Winter,C
Vermilion Flycatcher,VEFL,Congaree National Park,CONG,85,Winter,C
Verdin,VERD,Congaree National Park,CONG,85,Winter,C
Vesper Sparrow,VESP,Congaree National Park,CONG,26,Winter,I
Vesper Sparrow,VESP,Congaree National Park,CONG,85,Winter,S
Violet-green Swallow,VGSW,Congaree National Park,CONG,85,Winter,C
White-breasted Nuthatch,WBNU,Congaree National Park,CONG,26,Winter,E
White-breasted Nuthatch,WBNU,Congaree National Park,CONG,85,Winter,E
Western Sandpiper,WESA,Congaree National Park,CONG,26,Winter,S
Western Sandpiper,WESA,Congaree National Park,CONG,85,Winter,S
Western Screech-Owl,WESO,Congaree National Park,CONG,85,Winter,C
Western Tanager,WETA,Congaree National Park,CONG,26,Winter,C
Western Tanager,WETA,Congaree National Park,CONG,85,Winter,C
White-eyed Vireo,WEVI,Congaree National Park,CONG,26,Winter,S
White-eyed Vireo,WEVI,Congaree National Park,CONG,85,Winter,I
White-faced Ibis,WFIB,Congaree National Park,CONG,26,Winter,C
White-faced Ibis,WFIB,Congaree National Park,CONG,85,Winter,C
White Ibis,WHIB,Congaree National Park,CONG,26,Winter,I
White Ibis,WHIB,Congaree National Park,CONG,85,Winter,S
Wilson's Plover,WIPL,Congaree National Park,CONG,85,Winter,C
Wilson's Snipe,WISN,Congaree National Park,CONG,26,Winter,S
Wilson's Snipe,WISN,Congaree National Park,CONG,85,Winter,S
Wild Turkey,WITU,Congaree National Park,CONG,26,Winter,E
Wild Turkey,WITU,Congaree National Park,CONG,85,Winter,E
Wilson's Warbler,WIWA,Congaree National Park,CONG,26,Winter,C
Wilson's Warbler,WIWA,Congaree National Park,CONG,85,Winter,C
Wood Duck,WODU,Congaree National Park,CONG,26,Winter,S
Wood Duck,WODU,Congaree National Park,CONG,85,Winter,S
White-tailed Hawk,WTHA,Congaree National Park,CONG,85,Winter,C
White-throated Sparrow,WTSP,Congaree National Park,CONG,26,Winter,I
White-throated Sparrow,WTSP,Congaree National Park,CONG,85,Winter,S
White-winged Dove,WWDO,Congaree National Park,CONG,26,Winter,C
White-winged Dove,WWDO,Congaree National Park,CONG,85,Winter,C
Yellow-bellied Sapsucker,YBSA,Congaree National Park,CONG,26,Winter,I
Yellow-bellied Sapsucker,YBSA,Congaree National Park,CONG,85,Winter,W
Yellow-crowned Night-Heron,YCNH,Congaree National Park,CONG,85,Winter,I
Yellow-rumped Warbler,YRWA,Congaree National Park,CONG,26,Winter,I
Yellow-rumped Warbler,YRWA,Congaree National Park,CONG,85,Winter,S
Yellow-throated Warbler,YTWA,Congaree National Park,CONG,26,Winter,S
Yellow-throated Warbler,YTWA,Congaree National Park,CONG,85,Winter,S
Acorn Woodpecker,ACWO,Crater Lake National Park,CRLA,26,Winter,C
Acorn Woodpecker,ACWO,Crater Lake National Park,CRLA,85,Winter,C
American Coot,AMCO,Crater Lake National Park,CRLA,26,Winter,I
American Coot,AMCO,Crater Lake National Park,CRLA,85,Winter,I
American Crow,AMCR,Crater Lake National Park,CRLA,85,Winter,I
American Dipper,AMDI,Crater Lake National Park,CRLA,26,Winter,W
American Dipper,AMDI,Crater Lake National Park,CRLA,85,Winter,W
American Kestrel,AMKE,Crater Lake National Park,CRLA,85,Winter,I
American Robin,AMRO,Crater Lake National Park,CRLA,26,Winter,I
American Robin,AMRO,Crater Lake National Park,CRLA,85,Winter,I
American Wigeon,AMWI,Crater Lake National Park,CRLA,26,Winter,I
American Wigeon,AMWI,Crater Lake National Park,CRLA,85,Winter,I
American Three-toed Woodpecker,ATTW,Crater Lake National Park,CRLA,26,Winter,S
American Three-toed Woodpecker,ATTW,Crater Lake National Park,CRLA,85,Winter,S
Bald Eagle,BAEA,Crater Lake National Park,CRLA,26,Winter,S
Bald Eagle,BAEA,Crater Lake National Park,CRLA,85,Winter,S
Barn Owl,BANO,Crater Lake National Park,CRLA,26,Winter,S
Barn Owl,BANO,Crater Lake National Park,CRLA,85,Winter,I
Black-billed Magpie,BBMA,Crater Lake National Park,CRLA,26,Winter,W
Black-billed Magpie,BBMA,Crater Lake National Park,CRLA,85,Winter,W
Black-backed Woodpecker,BBWO,Crater Lake National Park,CRLA,26,Winter,W
Black-backed Woodpecker,BBWO,Crater Lake National Park,CRLA,85,Winter,W
Black-capped Chickadee,BCCH,Crater Lake National Park,CRLA,85,Winter,I
Belted Kingfisher,BEKI,Crater Lake National Park,CRLA,26,Winter,I
Belted Kingfisher,BEKI,Crater Lake National Park,CRLA,85,Winter,I
Bewick's Wren,BEWR,Crater Lake National Park,CRLA,26,Winter,S
Bewick's Wren,BEWR,Crater Lake National Park,CRLA,85,Winter,I
Black Phoebe,BLPH,Crater Lake National Park,CRLA,85,Winter,C
Bohemian Waxwing,BOWA,Crater Lake National Park,CRLA,26,Winter,S
Bohemian Waxwing,BOWA,Crater Lake National Park,CRLA,85,Winter,S
Brown Creeper,BRCR,Crater Lake National Park,CRLA,26,Winter,S
Brown Creeper,BRCR,Crater Lake National Park,CRLA,85,Winter,S
Band-tailed Pigeon,BTPI,Crater Lake National Park,CRLA,26,Winter,W
Band-tailed Pigeon,BTPI,Crater Lake National Park,CRLA,85,Winter,W
Bufflehead,BUFF,Crater Lake National Park,CRLA,26,Winter,I
Bufflehead,BUFF,Crater Lake National Park,CRLA,85,Winter,I
Bushtit,BUSH,Crater Lake National Park,CRLA,26,Winter,S
Bushtit,BUSH,Crater Lake National Park,CRLA,85,Winter,I
Cassin's Finch,CAFI,Crater Lake National Park,CRLA,26,Winter,S
Cassin's Finch,CAFI,Crater Lake National Park,CRLA,85,Winter,W
California Gull,CAGU,Crater Lake National Park,CRLA,26,Winter,S
California Gull,CAGU,Crater Lake National Park,CRLA,85,Winter,I
Canvasback,CANV,Crater Lake National Park,CRLA,85,Winter,I
Canyon Wren,CANW,Crater Lake National Park,CRLA,26,Winter,S
Canyon Wren,CANW,Crater Lake National Park,CRLA,85,Winter,S
California Quail,CAQU,Crater Lake National Park,CRLA,26,Winter,S
California Quail,CAQU,Crater Lake National Park,CRLA,85,Winter,S
Chestnut-backed Chickadee,CBCH,Crater Lake National Park,CRLA,26,Winter,I
Chestnut-backed Chickadee,CBCH,Crater Lake National Park,CRLA,85,Winter,S
Clark's Nutcracker,CLNU,Crater Lake National Park,CRLA,26,Winter,W
Clark's Nutcracker,CLNU,Crater Lake National Park,CRLA,85,Winter,W
Common Goldeneye,COGO,Crater Lake National Park,CRLA,26,Winter,W
Common Goldeneye,COGO,Crater Lake National Park,CRLA,85,Winter,W
Common Merganser,COME,Crater Lake National Park,CRLA,26,Winter,S
Common Merganser,COME,Crater Lake National Park,CRLA,85,Winter,I
Common Raven,CORA,Crater Lake National Park,CRLA,26,Winter,W
Common Raven,CORA,Crater Lake National Park,CRLA,85,Winter,W
Dark-eyed Junco,DEJU,Crater Lake National Park,CRLA,26,Winter,I
Dark-eyed Junco,DEJU,Crater Lake National Park,CRLA,85,Winter,I
Downy Woodpecker,DOWO,Crater Lake National Park,CRLA,85,Winter,I
Eared Grebe,EAGR,Crater Lake National Park,CRLA,26,Winter,S
Eared Grebe,EAGR,Crater Lake National Park,CRLA,85,Winter,S
European Starling,EUST,Crater Lake National Park,CRLA,85,Winter,I
Evening Grosbeak,EVGR,Crater Lake National Park,CRLA,26,Winter,I
Evening Grosbeak,EVGR,Crater Lake National Park,CRLA,85,Winter,S
Fox Sparrow,FOSP,Crater Lake National Park,CRLA,85,Winter,I
Gadwall,GADW,Crater Lake National Park,CRLA,85,Winter,I
Gambel's Quail,GAQU,Crater Lake National Park,CRLA,26,Winter,C
Gambel's Quail,GAQU,Crater Lake National Park,CRLA,85,Winter,C
Great Blue Heron,GBHE,Crater Lake National Park,CRLA,26,Winter,S
Great Blue Heron,GBHE,Crater Lake National Park,CRLA,85,Winter,I
Golden-crowned Kinglet,GCKI,Crater Lake National Park,CRLA,26,Winter,I
Golden-crowned Kinglet,GCKI,Crater Lake National Park,CRLA,85,Winter,S
Gray-crowned Rosy-Finch,GCRF,Crater Lake National Park,CRLA,26,Winter,W
Gray-crowned Rosy-Finch,GCRF,Crater Lake National Park,CRLA,85,Winter,W
Golden-crowned Sparrow,GCSP,Crater Lake National Park,CRLA,26,Winter,I
Golden-crowned Sparrow,GCSP,Crater Lake National Park,CRLA,85,Winter,I
Great Gray Owl,GGOW,Crater Lake National Park,CRLA,26,Winter,S
Great Gray Owl,GGOW,Crater Lake National Park,CRLA,85,Winter,S
Golden Eagle,GOEA,Crater Lake National Park,CRLA,26,Winter,W
Golden Eagle,GOEA,Crater Lake National Park,CRLA,85,Winter,W
Gray Jay,GRAJ,Crater Lake National Park,CRLA,26,Winter,W
Gray Jay,GRAJ,Crater Lake National Park,CRLA,85,Winter,W
Gray Partridge,GRAP,Crater Lake National Park,CRLA,26,Winter,W
Gray Partridge,GRAP,Crater Lake National Park,CRLA,85,Winter,W
Green-winged Teal,GWTE,Crater Lake National Park,CRLA,26,Winter,I
Green-winged Teal,GWTE,Crater Lake National Park,CRLA,85,Winter,I
Hairy Woodpecker,HAWO,Crater Lake National Park,CRLA,26,Winter,S
Hairy Woodpecker,HAWO,Crater Lake National Park,CRLA,85,Winter,S
Horned Grebe,HOGR,Crater Lake National Park,CRLA,85,Winter,C
Hooded Merganser,HOME,Crater Lake National Park,CRLA,26,Winter,I
Hooded Merganser,HOME,Crater Lake National Park,CRLA,85,Winter,I
Hutton's Vireo,HUVI,Crater Lake National Park,CRLA,85,Winter,I
Killdeer,KILL,Crater Lake National Park,CRLA,85,Winter,I
Lesser Goldfinch,LEGO,Crater Lake National Park,CRLA,26,Winter,S
Lesser Goldfinch,LEGO,Crater Lake National Park,CRLA,85,Winter,S
Lesser Scaup,LESC,Crater Lake National Park,CRLA,26,Winter,I
Lesser Scaup,LESC,Crater Lake National Park,CRLA,85,Winter,I
Lewis's Woodpecker,LEWO,Crater Lake National Park,CRLA,26,Winter,S
Lewis's Woodpecker,LEWO,Crater Lake National Park,CRLA,85,Winter,I
Lincoln's Sparrow,LISP,Crater Lake National Park,CRLA,26,Winter,I
Lincoln's Sparrow,LISP,Crater Lake National Park,CRLA,85,Winter,I
Mallard,MALL,Crater Lake National Park,CRLA,26,Winter,I
Mallard,MALL,Crater Lake National Park,CRLA,85,Winter,I
Merlin,MERL,Crater Lake National Park,CRLA,26,Winter,I
Merlin,MERL,Crater Lake National Park,CRLA,85,Winter,I
Mountain Bluebird,MOBL,Crater Lake National Park,CRLA,26,Winter,S
Mountain Bluebird,MOBL,Crater Lake National Park,CRLA,85,Winter,S
Mountain Chickadee,MOCH,Crater Lake National Park,CRLA,26,Winter,W
Mountain Chickadee,MOCH,Crater Lake National Park,CRLA,85,Winter,W
Mourning Dove,MODO,Crater Lake National Park,CRLA,85,Winter,I
Mountain Quail,MOUQ,Crater Lake National Park,CRLA,26,Winter,W
Mountain Quail,MOUQ,Crater Lake National Park,CRLA,85,Winter,S
Northern Flicker,NOFL,Crater Lake National Park,CRLA,26,Winter,I
Northern Flicker,NOFL,Crater Lake National Park,CRLA,85,Winter,I
Northern Goshawk,NOGO,Crater Lake National Park,CRLA,26,Winter,W
Northern Goshawk,NOGO,Crater Lake National Park,CRLA,85,Winter,W
Northern Pygmy-Owl,NOPO,Crater Lake National Park,CRLA,26,Winter,W
Northern Pygmy-Owl,NOPO,Crater Lake National Park,CRLA,85,Winter,W
Northern Shoveler,NSHO,Crater Lake National Park,CRLA,26,Winter,I
Northern Shoveler,NSHO,Crater Lake National Park,CRLA,85,Winter,I
Northern Shrike,NSHR,Crater Lake National Park,CRLA,26,Winter,I
Northern Shrike,NSHR,Crater Lake National Park,CRLA,85,Winter,I
Pied-billed Grebe,PBGR,Crater Lake National Park,CRLA,26,Winter,I
Pied-billed Grebe,PBGR,Crater Lake National Park,CRLA,85,Winter,I
Pinyon Jay,PIJA,Crater Lake National Park,CRLA,26,Winter,S
Pinyon Jay,PIJA,Crater Lake National Park,CRLA,85,Winter,S
Pine Siskin,PISI,Crater Lake National Park,CRLA,26,Winter,I
Pine Siskin,PISI,Crater Lake National Park,CRLA,85,Winter,S
Pileated Woodpecker,PIWO,Crater Lake National Park,CRLA,26,Winter,I
Pileated Woodpecker,PIWO,Crater Lake National Park,CRLA,85,Winter,I
Prairie Falcon,PRFA,Crater Lake National Park,CRLA,26,Winter,S
Prairie Falcon,PRFA,Crater Lake National Park,CRLA,85,Winter,S
Purple Finch,PUFI,Crater Lake National Park,CRLA,85,Winter,I
Pygmy Nuthatch,PYNU,Crater Lake National Park,CRLA,26,Winter,W
Pygmy Nuthatch,PYNU,Crater Lake National Park,CRLA,85,Winter,W
Red-breasted Nuthatch,RBNU,Crater Lake National Park,CRLA,26,Winter,W
Red-breasted Nuthatch,RBNU,Crater Lake National Park,CRLA,85,Winter,W
Red-breasted Sapsucker,RBSA,Crater Lake National Park,CRLA,26,Winter,W
Red-breasted Sapsucker,RBSA,Crater Lake National Park,CRLA,85,Winter,S
Ruby-crowned Kinglet,RCKI,Crater Lake National Park,CRLA,26,Winter,I
Ruby-crowned Kinglet,RCKI,Crater Lake National Park,CRLA,85,Winter,I
Rough-legged Hawk,RLHA,Crater Lake National Park,CRLA,26,Winter,S
Rough-legged Hawk,RLHA,Crater Lake National Park,CRLA,85,Winter,S
Ring-necked Duck,RNDU,Crater Lake National Park,CRLA,26,Winter,I
Ring-necked Duck,RNDU,Crater Lake National Park,CRLA,85,Winter,I
Ring-necked Pheasant,RNEP,Crater Lake National Park,CRLA,26,Winter,I
Ring-necked Pheasant,RNEP,Crater Lake National Park,CRLA,85,Winter,I
Red-naped Sapsucker,RNSA,Crater Lake National Park,CRLA,85,Winter,C
Rock Wren,ROWR,Crater Lake National Park,CRLA,85,Winter,I
Red-tailed Hawk,RTHA,Crater Lake National Park,CRLA,26,Winter,I
Red-tailed Hawk,RTHA,Crater Lake National Park,CRLA,85,Winter,I
Ruffed Grouse,RUGR,Crater Lake National Park,CRLA,26,Winter,I
Ruffed Grouse,RUGR,Crater Lake National Park,CRLA,85,Winter,I
Red-winged Blackbird,RWBL,Crater Lake National Park,CRLA,85,Winter,I
Say's Phoebe,SAPH,Crater Lake National Park,CRLA,85,Winter,I
Song Sparrow,SOSP,Crater Lake National Park,CRLA,26,Winter,I
Song Sparrow,SOSP,Crater Lake National Park,CRLA,85,Winter,I
Sharp-shinned Hawk,SSHA,Crater Lake National Park,CRLA,85,Winter,I
Steller's Jay,STJA,Crater Lake National Park,CRLA,26,Winter,S
Steller's Jay,STJA,Crater Lake National Park,CRLA,85,Winter,W
Townsend's Solitaire,TOSO,Crater Lake National Park,CRLA,26,Winter,S
Townsend's Solitaire,TOSO,Crater Lake National Park,CRLA,85,Winter,S
Varied Thrush,VATH,Crater Lake National Park,CRLA,26,Winter,S
Varied Thrush,VATH,Crater Lake National Park,CRLA,85,Winter,S
Virginia Rail,VIRA,Crater Lake National Park,CRLA,26,Winter,C
Virginia Rail,VIRA,Crater Lake National Park,CRLA,85,Winter,C
White-breasted Nuthatch,WBNU,Crater Lake National Park,CRLA,26,Winter,I
White-breasted Nuthatch,WBNU,Crater Lake National Park,CRLA,85,Winter,I
Western Bluebird,WEBL,Crater Lake National Park,CRLA,26,Winter,S
Western Bluebird,WEBL,Crater Lake National Park,CRLA,85,Winter,S
Western Meadowlark,WEME,Crater Lake National Park,CRLA,26,Winter,I
Western Meadowlark,WEME,Crater Lake National Park,CRLA,85,Winter,I
Western Scrub-Jay,WESJ,Crater Lake National Park,CRLA,26,Winter,I
Western Scrub-Jay,WESJ,Crater Lake National Park,CRLA,85,Winter,I
Western Screech-Owl,WESO,Crater Lake National Park,CRLA,26,Winter,I
Western Screech-Owl,WESO,Crater Lake National Park,CRLA,85,Winter,I
White-headed Woodpecker,WHWO,Crater Lake National Park,CRLA,26,Winter,W
White-headed Woodpecker,WHWO,Crater Lake National Park,CRLA,85,Winter,W
Wilson's Snipe,WISN,Crater Lake National Park,CRLA,26,Winter,I
Wilson's Snipe,WISN,Crater Lake National Park,CRLA,85,Winter,S
Wild Turkey,WITU,Crater Lake National Park,CRLA,26,Winter,I
Wild Turkey,WITU,Crater Lake National Park,CRLA,85,Winter,I
Wood Duck,WODU,Crater Lake National Park,CRLA,85,Winter,I
Yellow-rumped Warbler,YRWA,Crater Lake National Park,CRLA,85,Winter,I
American Black Duck,ABDU,Cuyahoga Valley National Park,CUVA,26,Winter,S
American Black Duck,ABDU,Cuyahoga Valley National Park,CUVA,85,Winter,W
American Coot,AMCO,Cuyahoga Valley National Park,CUVA,26,Winter,S
American Coot,AMCO,Cuyahoga Valley National Park,CUVA,85,Winter,S
American Crow,AMCR,Cuyahoga Valley National Park,CUVA,26,Winter,S
American Crow,AMCR,Cuyahoga Valley National Park,CUVA,85,Winter,W
American Goldfinch,AMGO,Cuyahoga Valley National Park,CUVA,26,Winter,W
American Goldfinch,AMGO,Cuyahoga Valley National Park,CUVA,85,Winter,W
American Kestrel,AMKE,Cuyahoga Valley National Park,CUVA,26,Winter,I
American Kestrel,AMKE,Cuyahoga Valley National Park,CUVA,85,Winter,I
American Pipit,AMPI,Cuyahoga Valley National Park,CUVA,85,Winter,I
American Robin,AMRO,Cuyahoga Valley National Park,CUVA,26,Winter,I
American Robin,AMRO,Cuyahoga Valley National Park,CUVA,85,Winter,I
American Wigeon,AMWI,Cuyahoga Valley National Park,CUVA,26,Winter,I
American Wigeon,AMWI,Cuyahoga Valley National Park,CUVA,85,Winter,I
American Woodcock,AMWO,Cuyahoga Valley National Park,CUVA,26,Winter,I
American Woodcock,AMWO,Cuyahoga Valley National Park,CUVA,85,Winter,I
American Tree Sparrow,ATSP,Cuyahoga Valley National Park,CUVA,26,Winter,W
American Tree Sparrow,ATSP,Cuyahoga Valley National Park,CUVA,85,Winter,W
American White Pelican,AWPE,Cuyahoga Valley National Park,CUVA,85,Winter,C
Barred Owl,BADO,Cuyahoga Valley National Park,CUVA,26,Winter,I
Barred Owl,BADO,Cuyahoga Valley National Park,CUVA,85,Winter,I
Bald Eagle,BAEA,Cuyahoga Valley National Park,CUVA,26,Winter,I
Bald Eagle,BAEA,Cuyahoga Valley National Park,CUVA,85,Winter,I
Black-capped Chickadee,BCCH,Cuyahoga Valley National Park,CUVA,26,Winter,E
